text,class
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,ham
Sure! I am driving but will reach my destination soon.,ham
Near kalainar tv office.thenampet,ham
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham
Am going to take bath ill place the key in window:-),ham
"Theoretically yeah, he could be able to come",ham
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,ham
This is my number by vivek..,ham
U ned to convince him tht its not possible witot hurting his feeling its the main,ham
Me i'm not workin. Once i get job...,ham
Can you talk with me..,ham
Ok.ok ok..then..whats ur todays plan,ham
I borrow ur bag ok.,ham
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?,ham
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,ham
What's the significance?,ham
Hey. You got any mail?,ham
Fuck babe ... What happened to you ? How come you never came back?,ham
I'm e person who's doing e sms survey...,ham
What time you think you'll have it? Need to know when I should be near campus,ham
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",ham
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",ham
Jus ans me lar. U'll noe later.,ham
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,ham
Sorry me going home first... Daddy come fetch Ì_ later...,ham
"It wont b until 2.15 as trying 2 sort house out, is that ok?",ham
"Ok da, i already planned. I wil pick you.",ham
I am late. I will be there at,ham
I'm going for bath will msg you next  &lt;#&gt;  min..,ham
Change again... It's e one next to escalator...,ham
"Aight, sounds good. When do you want me to come down?",ham
I'll be late...,ham
Bring home some Wendy =D,ham
I like dis sweater fr mango but no more my size already so irritating.,ham
Printer is cool. I mean groovy. Wine is groovying,ham
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham
"Thanks, I'll keep that in mind",ham
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",ham
Did u got that persons story,ham
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",ham
Oh ok wait 4 me there... My lect havent finish,ham
Yay! You better not have told that to 5 other girls either.,ham
U guys never invite me anywhere :(,ham
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham
What Today-sunday..sunday is holiday..so no work..,ham
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham
At the funeral home with Audrey and dad,ham
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",ham
"Ask g or iouri, I've told the story like ten times already",ham
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",ham
R Ì_ going 4 today's meeting?,ham
Aiyah then i wait lor. Then u entertain me. Hee...,ham
"Lets use it next week, princess :)",ham
Babe ? I lost you ... Will you try rebooting ?,ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
For fear of fainting with the of all that housework you just did? Quick have a cuppa,ham
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ham
They don't put that stuff on the roads to keep it from getting slippery over there?,ham
One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,ham
Good morning princess! How are you?,ham
I think just yourself ‰Û_Thanks and see you tomo,ham
Yes fine,ham
Super msg da:)nalla timing.,ham
You call him now ok i said call him,ham
Shb b ok lor... Thanx...,ham
Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham
Thanks honey. Have a great day.,ham
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,ham
"Dizzamn, aight I'll ask my suitemates when I get back",ham
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,ham
Lol where do u come up with these ideas?,ham
Or remind me in a few hrs.,ham
Stop knowing me so well!,ham
I hope your pee burns tonite.,ham
Alright took the morphine. Back in yo.,ham
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham
"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",ham
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham
I'm fine. Hope you are also,ham
"Yeah that's what I thought, lemme know if anything's goin on later",ham
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",ham
"Are you being good, baby? :)",ham
Ok,ham
I'm aight. Wat's happening on your side.,ham
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",ham
K.k.this month kotees birthday know?,ham
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,ham
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",ham
Going to join tomorrow.,ham
K..k...from tomorrow onwards started ah?,ham
Might ax well im there.,ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ham
Captain is in our room:),ham
Thanks honey. Have a great day.,ham
So what about you. What do you remember,ham
I.ll get there tomorrow and send it to you,ham
Cancel cheyyamo?and get some money back?,ham
"Call me. I m unable to cal. Lets meet bhaskar, and deep",ham
I'll be at mu in like  &lt;#&gt;  seconds,ham
Pls dont restrict her from eating anythin she likes for the next two days.,ham
Stupid auto correct on my phone,ham
I am sorry it hurt you.,ham
"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",ham
Just do what ever is easier for you,ham
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,ham
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,ham
Haha okay... Today weekend leh...,ham
Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,ham
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",ham
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",ham
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,ham
So dont use hook up any how,ham
You still around? Looking to pick up later,ham
my ex-wife was not able to have kids. Do you want kids one day?,ham
I'm very happy for you babe ! Woo hoo party on dude!,ham
Ok anyway no need to change with what you said,ham
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",ham
Sorry de i went to shop.,ham
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,ham
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham
I'm fine. Hope you are also,ham
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,ham
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham
Good. No swimsuit allowed :),ham
That means get the door,ham
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,ham
Is that what time you want me to come?,ham
Lemme know when you're here,ham
"That‰Û÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ham
"Yo, you around? Just got my car back",ham
There bold 2  &lt;#&gt; . Is that yours,ham
Ok that's great thanx a lot.,ham
Fine. Do you remember me.,ham
"Sorry, went to bed early, nightnight",ham
"Goodnight, sleep well da please take care pa. Please.",ham
Morning only i can ok.,ham
Well good morning mr . Hows london treatin' ya treacle?,ham
YO YO YO BYATCH WHASSUP?,ham
Then mum's repent how?,ham
What Today-sunday..sunday is holiday..so no work..,ham
"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",ham
Tomarrow final hearing on my laptop case so i cant.,ham
Yes..gauti and sehwag out of odi series.,ham
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,ham
Tell where you reached,ham
If you have belive me. Come to my home.,ham
Hey whats up? U sleeping all morning?,ham
